,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend
33,AXISBANK,EQ,2017-07-03,517.35,517.1,521.8,515.0,517.0,517.25,518.62,3701949,1919899522.3,50518,1560626,42.16,-0.019329274185764245,Slight or No change
34,AXISBANK,EQ,2017-07-04,517.25,516.8,517.55,506.55,507.7,508.4,510.84,4086213,2087411115.05,44090,2037542,49.86,-1.7109714838086099,Negative
35,AXISBANK,EQ,2017-07-05,508.4,507.75,515.4,507.75,514.55,513.9,512.56,3154406,1616829190.8,45895,1393508,44.18,1.0818253343823692,Positive
36,AXISBANK,EQ,2017-07-06,513.9,511.0,512.85,508.15,509.45,509.5,510.69,3514758,1794944435.25,29962,1894962,53.91,-0.8561977038334279,Slight negative
37,AXISBANK,EQ,2017-07-07,509.5,508.25,508.95,501.25,504.5,503.15,504.92,3509920,1772241129.1,69429,1645142,46.87,-1.2463199214916676,Negative
38,AXISBANK,EQ,2017-07-10,503.15,521.0,529.75,506.7,510.0,509.95,510.48,1245716,635914884.6,7548,768768,61.71,1.3514856404650777,Positive
39,AXISBANK,EQ,2017-07-11,509.95,512.0,512.4,505.8,507.8,506.8,508.44,3928279,1997289169.35,71571,2473178,62.96,-0.6177076183939589,Slight negative
40,AXISBANK,EQ,2017-07-12,506.8,508.9,509.9,504.2,507.3,506.75,506.27,5504892,2786956087.2,70653,4230384,76.85,-0.009865824782950838,Slight or No change
41,AXISBANK,EQ,2017-07-13,506.75,508.0,516.85,508.0,511.75,511.9,512.99,22231839,11404643882.15,76818,19190329,86.32,1.016280217069565,Positive
42,AXISBANK,EQ,2017-07-14,511.9,514.0,514.5,507.7,512.5,512.95,512.02,3160157,1618060558.65,38720,1508491,47.73,0.20511818714594732,Slight or No change
43,AXISBANK,EQ,2017-07-17,512.95,513.1,514.0,508.5,510.05,510.5,510.49,3169635,1618081278.1,36620,1956608,61.73,-0.47762939857687314,Slight or No change
44,AXISBANK,EQ,2017-07-18,510.5,509.0,522.7,508.35,516.3,516.55,516.84,7864083,4064479833.55,99239,4398520,55.93,1.185112634671892,Positive
45,AXISBANK,EQ,2017-07-19,516.55,518.0,521.95,516.05,520.55,520.2,519.44,8119092,4217402863.55,49078,6045489,74.46,0.7066111702642708,Slight positive
46,AXISBANK,EQ,2017-07-20,520.2,520.8,544.2,520.7,539.15,540.0,535.9,16391849,8784360297.85,180579,7134255,43.52,3.806228373702414,Among top gainers
47,AXISBANK,EQ,2017-07-21,540.0,540.0,542.4,532.25,540.4,540.8,538.2,5567645,2996511405.6,69704,1782212,32.01,0.1481481481481417,Slight or No change
48,AXISBANK,EQ,2017-07-24,540.8,541.0,546.4,531.4,535.5,534.8,540.13,4779353,2581454594.6,63022,1861535,38.95,-1.1094674556213047,Negative
49,AXISBANK,EQ,2017-07-25,534.8,533.5,547.5,529.95,547.4,544.95,539.81,8181916,4416688653.1,103163,2796497,34.18,1.8979057591623105,Positive
50,AXISBANK,EQ,2017-07-26,544.95,538.9,543.95,525.4,526.85,528.85,532.52,12085057,6435505417.1,145641,3897247,32.25,-2.9543994861913947,Negative
51,AXISBANK,EQ,2017-07-27,528.85,532.4,534.95,522.0,523.6,524.65,526.77,12290852,6474397877.9,137599,7522662,61.21,-0.7941760423560651,Slight negative
52,AXISBANK,EQ,2017-07-28,524.65,523.8,529.65,512.0,515.0,515.1,518.0,8268116,4282884793.05,77752,4641265,56.13,-1.8202611264652502,Negative
53,AXISBANK,EQ,2017-07-31,515.1,517.4,521.2,509.4,520.5,519.8,517.58,7245884,3750328858.15,94700,4227353,58.34,0.9124441855950183,Slight positive
54,AXISBANK,EQ,2017-08-01,519.8,518.2,521.75,514.75,515.3,516.55,517.58,4562630,2361543420.4,66142,2865458,62.8,-0.6252404771065811,Slight negative
55,AXISBANK,EQ,2017-08-02,516.55,518.75,524.05,512.6,513.6,516.9,519.92,4079631,2121095779.95,64512,1660576,40.7,0.06775723550480617,Slight or No change
56,AXISBANK,EQ,2017-08-03,516.9,516.0,516.35,504.8,505.4,506.0,508.72,4140945,2106584695.8,80442,2119288,51.18,-2.1087250918939815,Negative
57,AXISBANK,EQ,2017-08-04,506.0,506.0,510.8,504.6,507.8,508.1,507.61,4972811,2524244771.95,61421,3041480,61.16,0.4150197628458585,Slight or No change
58,AXISBANK,EQ,2017-08-07,508.1,509.0,511.8,504.1,505.55,505.8,507.22,5293884,2685185274.3,65862,3435261,64.89,-0.45266679787443476,Slight or No change
59,AXISBANK,EQ,2017-08-08,505.8,507.7,510.95,496.05,499.0,499.45,502.23,8898560,4469119282.3,87901,5499128,61.8,-1.2554369315935232,Negative
60,AXISBANK,EQ,2017-08-09,499.45,494.45,498.65,485.45,487.8,486.95,491.03,7169705,3520543112.45,84055,3981613,55.53,-2.5027530283311616,Negative
61,AXISBANK,EQ,2017-08-10,486.95,485.1,494.15,483.55,488.0,485.5,487.78,10095387,4924316832.45,75987,7105601,70.38,-0.2977718451586342,Slight or No change
62,AXISBANK,EQ,2017-08-11,485.5,482.9,493.35,480.0,488.1,489.7,485.92,9261420,4500292507.4,92632,6294568,67.97,0.8650875386199797,Slight positive
63,AXISBANK,EQ,2017-08-14,489.7,491.0,497.45,489.75,491.2,491.75,492.63,3983656,1962455202.0,67406,1988356,49.91,0.41862364713090017,Slight or No change
64,AXISBANK,EQ,2017-08-16,491.75,492.95,501.55,488.0,501.45,499.5,491.95,5958229,2931153328.05,65228,3244434,54.45,1.5760040671072728,Positive
65,AXISBANK,EQ,2017-08-17,499.5,500.2,503.45,495.0,496.65,497.15,499.14,3948664,1970940670.1,57668,1356369,34.35,-0.4704704704704743,Slight or No change
66,AXISBANK,EQ,2017-08-18,497.15,495.3,495.95,489.85,490.5,490.4,492.39,4166976,2051766459.15,66544,2148636,51.56,-1.3577391129437788,Negative
67,AXISBANK,EQ,2017-08-21,490.4,492.1,503.4,491.8,494.7,494.8,497.23,17884400,8892682221.8,75380,14344383,80.21,0.897226753670477,Slight positive
68,AXISBANK,EQ,2017-08-22,494.8,496.0,507.0,496.0,499.7,499.2,501.2,6654272,3335126184.85,80954,2953179,44.38,0.8892481810832686,Slight positive
69,AXISBANK,EQ,2017-08-23,499.2,505.0,505.8,500.15,501.6,502.65,502.23,3288488,1651589785.8,56505,1699893,51.69,0.6911057692307709,Slight positive
70,AXISBANK,EQ,2017-08-24,502.65,503.0,510.5,502.05,507.0,506.85,507.22,7157375,3630372929.55,95831,4139754,57.84,0.8355714712026341,Slight positive
71,AXISBANK,EQ,2017-08-28,506.85,507.5,512.9,506.2,510.85,510.6,510.24,3724389,1900320046.05,70179,2410354,64.72,0.7398638650488287,Slight positive
72,AXISBANK,EQ,2017-08-29,510.6,509.4,509.45,501.0,503.7,503.6,503.99,3266295,1646193085.1,37018,1472005,45.07,-1.3709361535448439,Negative
73,AXISBANK,EQ,2017-08-30,503.6,506.2,509.5,502.3,503.3,503.9,506.18,3972126,2010602726.35,50685,2422014,60.98,0.05957108816521117,Slight or No change
74,AXISBANK,EQ,2017-08-31,503.9,504.0,505.4,498.55,500.0,500.35,501.18,4491876,2251247521.5,62782,2459274,54.75,-0.7045048620757943,Slight negative
75,AXISBANK,EQ,2017-09-01,500.35,502.0,509.8,498.5,508.45,507.55,505.36,4569367,2309194508.2,63973,2452377,53.67,1.4389927051064122,Positive
76,AXISBANK,EQ,2017-09-04,507.55,506.6,509.0,499.7,502.0,501.75,503.11,3744616,1883955027.2,48437,1910859,51.03,-1.1427445571864814,Negative
77,AXISBANK,EQ,2017-09-05,501.75,502.25,506.65,501.5,501.6,503.4,504.2,3216819,1621904612.55,44046,1768635,54.98,0.3288490284006018,Slight or No change
78,AXISBANK,EQ,2017-09-06,503.4,502.0,502.0,491.5,492.75,492.85,495.32,4947660,2450683372.8,77066,2553793,51.62,-2.0957489074294733,Negative
79,AXISBANK,EQ,2017-09-07,492.85,494.0,499.0,494.0,496.5,496.6,496.72,4564617,2267351324.35,61724,2579561,56.51,0.7608805924723461,Slight positive
80,AXISBANK,EQ,2017-09-08,496.6,498.0,498.5,491.85,493.7,494.0,494.9,3662579,1812606053.3,69641,1991944,54.39,-0.5235602094240899,Slight negative
81,AXISBANK,EQ,2017-09-11,494.0,495.35,497.4,492.65,494.2,493.9,495.09,3590293,1777512510.65,83946,2306739,64.25,-0.020242914979762272,Slight or No change
82,AXISBANK,EQ,2017-09-12,493.9,494.9,502.2,493.25,496.1,496.5,497.43,3324949,1653936124.1,51456,1659667,49.92,0.526422352702971,Slight positive
83,AXISBANK,EQ,2017-09-13,496.5,496.1,505.6,495.05,499.0,499.3,499.31,4430874,2212371802.45,84969,2121591,47.88,0.5639476334340365,Slight positive
84,AXISBANK,EQ,2017-09-14,499.3,505.0,521.8,502.1,519.45,519.75,516.41,15168429,7833102848.7,169699,8100212,53.4,4.095734027638698,Among top gainers
85,AXISBANK,EQ,2017-09-15,519.75,517.95,520.0,511.0,517.6,516.15,515.5,8942804,4609975398.75,108474,5725644,64.03,-0.6926406926407003,Slight negative
86,AXISBANK,EQ,2017-09-18,516.15,518.65,526.0,518.3,523.1,524.55,522.57,7337260,3834197822.65,56198,4363189,59.47,1.6274338854983972,Positive
87,AXISBANK,EQ,2017-09-19,524.55,522.0,524.1,517.5,521.0,520.75,519.98,2386279,1240822006.3,33094,1107743,46.42,-0.724430464207404,Slight negative
88,AXISBANK,EQ,2017-09-20,520.75,516.75,522.5,516.75,519.4,519.45,519.66,8297561,4311950124.2,51653,6736488,81.19,-0.24963994239077802,Slight or No change
89,AXISBANK,EQ,2017-09-21,519.45,518.0,522.5,505.65,512.4,512.55,513.29,3103034,1592749393.2,43251,1369107,44.12,-1.3283280392723196,Negative
90,AXISBANK,EQ,2017-09-22,512.55,509.4,510.5,503.2,504.4,505.3,505.43,4546160,2297770794.5,65423,2827413,62.19,-1.414496146717381,Negative
91,AXISBANK,EQ,2017-09-25,505.3,504.0,505.0,488.3,504.0,501.7,496.59,11921527,5920109110.7,102363,8836381,74.12,-0.7124480506629727,Slight negative
92,AXISBANK,EQ,2017-09-26,501.7,500.0,518.2,500.0,512.7,511.95,507.94,5292394,2688207977.55,72455,2990907,56.51,2.0430536176998304,Positive
93,AXISBANK,EQ,2017-09-27,511.95,513.4,513.9,500.5,507.0,506.3,506.04,5300694,2682372210.85,58329,2416432,45.59,-1.1036234007227197,Negative
94,AXISBANK,EQ,2017-09-28,506.3,507.85,517.25,505.65,508.0,511.8,511.31,10408979,5322217145.95,105507,6887161,66.17,1.086312462966621,Positive
95,AXISBANK,EQ,2017-09-29,511.8,511.1,516.95,505.1,510.2,509.15,511.49,11578743,5922396013.4,89012,8627869,74.51,-0.5177803829620964,Slight negative
96,AXISBANK,EQ,2017-10-03,509.15,514.0,517.0,504.1,506.9,509.65,511.85,10712537,5483230103.65,59749,8183856,76.4,0.09820288716488879,Slight or No change
97,AXISBANK,EQ,2017-10-04,509.65,507.5,511.0,504.5,505.8,505.95,507.19,4792373,2430649792.35,63017,2514653,52.47,-0.7259884234278369,Slight negative
98,AXISBANK,EQ,2017-10-05,505.95,506.65,507.85,497.45,501.05,501.2,501.98,9349884,4693423731.25,112325,6174807,66.04,-0.9388279474256356,Slight negative
99,AXISBANK,EQ,2017-10-06,501.2,503.0,507.0,501.25,503.4,503.35,504.91,11343137,5727246623.8,63580,9106974,80.29,0.428970470869916,Slight or No change
100,AXISBANK,EQ,2017-10-09,503.35,503.4,508.8,501.25,505.5,505.95,505.38,3942277,1992350381.2,63288,1993417,50.57,0.5165391874441205,Slight positive
101,AXISBANK,EQ,2017-10-10,505.95,507.5,515.7,504.1,513.65,514.55,509.72,4932758,2514334065.75,73085,2301672,46.66,1.6997727048127187,Positive
102,AXISBANK,EQ,2017-10-11,514.55,519.9,523.3,509.4,514.7,515.75,518.14,6188165,3206324378.0,71755,2933725,47.41,0.2332134875133729,Slight or No change
103,AXISBANK,EQ,2017-10-12,515.75,516.3,525.95,512.8,524.75,525.1,519.37,4800917,2493445843.85,53300,2807381,58.48,1.8128938439166298,Positive
104,AXISBANK,EQ,2017-10-13,525.1,524.25,534.65,522.5,527.75,529.45,530.35,6447797,3419595109.35,76257,2735525,42.43,0.8284136354980154,Slight positive
105,AXISBANK,EQ,2017-10-16,529.45,530.35,531.75,514.2,518.75,520.35,521.14,7148294,3725261803.45,79622,2890499,40.44,-1.7187647558787433,Negative
106,AXISBANK,EQ,2017-10-17,520.35,520.95,526.1,511.0,511.5,513.15,517.18,9443230,4883874202.25,96350,3516413,37.24,-1.383684058806578,Negative
107,AXISBANK,EQ,2017-10-18,513.15,488.0,489.0,460.9,465.0,464.5,473.56,49308621,23350504585.45,405745,25180969,51.07,-9.480658676800147,Bear drop
108,AXISBANK,EQ,2017-10-19,464.5,463.9,465.0,458.0,458.3,460.3,461.9,3302209,1525299109.95,42306,1139040,34.49,-0.9041980624327262,Slight negative
109,AXISBANK,EQ,2017-10-23,460.3,458.65,461.05,447.5,449.8,449.95,452.07,21127981,9551319417.15,187667,13023865,61.64,-2.2485335650662686,Negative
110,AXISBANK,EQ,2017-10-24,449.95,451.65,457.8,450.1,450.95,451.95,454.53,19327721,8785093469.4,161013,14578807,75.43,0.44449383264806297,Slight or No change
111,AXISBANK,EQ,2017-10-25,451.95,468.15,476.5,456.65,474.0,473.0,467.94,37624005,17605694643.15,327169,25515156,67.82,4.657594866688797,Among top gainers
112,AXISBANK,EQ,2017-10-26,473.0,472.0,487.85,471.5,484.25,484.3,480.85,24936306,11990646727.25,183488,15744352,63.14,2.389006342494726,Positive
113,AXISBANK,EQ,2017-10-27,484.3,485.0,491.4,481.65,487.25,485.95,486.31,7576778,3684672855.05,98174,4252919,56.13,0.34069791451578624,Slight or No change
114,AXISBANK,EQ,2017-10-30,485.95,487.2,489.0,481.6,485.45,484.0,485.24,4815226,2336523958.3,84223,2534990,52.65,-0.4012758514250425,Slight or No change
115,AXISBANK,EQ,2017-10-31,484.0,495.0,529.0,493.3,525.25,523.15,515.75,39655956,20452710548.8,324716,16137257,40.69,8.0888429752066,Bull run
116,AXISBANK,EQ,2017-11-01,523.15,524.95,544.0,524.5,536.0,535.1,537.01,22542766,12105667478.1,208378,10435452,46.29,2.2842397018063787,Positive
117,AXISBANK,EQ,2017-11-02,535.1,534.0,538.0,526.3,536.65,532.15,530.37,7800191,4136987034.9,104091,3597790,46.12,-0.5512988226499815,Slight negative
118,AXISBANK,EQ,2017-11-03,532.15,535.35,545.7,534.1,540.3,540.1,539.86,9303981,5022892791.15,122192,4881081,52.46,1.4939396786620485,Positive
119,AXISBANK,EQ,2017-11-06,540.1,539.05,541.55,530.75,535.3,534.5,535.14,8013536,4288361699.75,104935,4480176,55.91,-1.0368450286983966,Negative
120,AXISBANK,EQ,2017-11-07,534.5,535.5,539.4,523.0,526.8,527.15,527.9,9642624,5090372215.95,135116,7022379,72.83,-1.3751169317118839,Negative
121,AXISBANK,EQ,2017-11-08,527.15,537.7,551.9,533.6,547.75,544.85,542.69,19642327,10659636530.75,213546,9273958,47.21,3.357678080242832,Among top gainers
122,AXISBANK,EQ,2017-11-09,544.85,548.95,555.45,533.0,538.2,540.4,541.55,11290503,6114428145.65,118502,4716125,41.77,-0.8167385518950243,Slight negative
123,AXISBANK,EQ,2017-11-10,540.4,534.95,548.95,532.45,547.25,544.8,541.56,9869691,5345027869.9,83353,4958926,50.24,0.8142116950407008,Slight positive
124,AXISBANK,EQ,2017-11-13,544.8,557.0,564.55,534.05,535.0,537.35,550.78,21701958,11953023220.3,298101,11631613,53.6,-1.3674743024963187,Negative
125,AXISBANK,EQ,2017-11-14,537.35,537.35,549.95,532.6,547.6,545.65,543.07,10644657,5780816827.15,128316,5250064,49.32,1.5446171024471766,Positive
126,AXISBANK,EQ,2017-11-15,545.65,546.5,551.4,537.1,543.5,542.0,544.93,7814066,4258118077.9,91591,3600813,46.08,-0.668926967836525,Slight negative
127,AXISBANK,EQ,2017-11-16,542.0,544.0,548.5,541.2,542.95,542.6,544.88,5176117,2820356040.35,95239,2547345,49.21,0.11070110701107971,Slight or No change
128,AXISBANK,EQ,2017-11-17,542.6,550.0,557.4,540.55,542.25,542.4,547.73,4373503,2395482947.3,65331,1423407,32.55,-0.036859565057145716,Slight or No change
129,AXISBANK,EQ,2017-11-20,542.4,542.25,547.5,536.75,545.0,545.15,542.92,3458524,1877711501.8,47575,1398668,40.44,0.5070058997050042,Slight positive
130,AXISBANK,EQ,2017-11-21,545.15,547.0,548.9,539.15,546.15,546.8,543.92,5770768,3138844187.7,84809,3596599,62.32,0.30266899018618343,Slight or No change
131,AXISBANK,EQ,2017-11-22,546.8,546.55,547.0,539.0,540.5,540.5,542.24,4536211,2459696076.65,40912,2746760,60.55,-1.1521580102413997,Negative
132,AXISBANK,EQ,2017-11-23,540.5,542.4,547.8,535.55,544.5,544.15,539.35,10724159,5784096747.35,71713,7586565,70.74,0.6753006475485712,Slight positive
133,AXISBANK,EQ,2017-11-24,544.15,544.95,547.7,541.05,546.0,545.5,544.82,3947490,2150660944.85,48939,2091351,52.98,0.24809335661122311,Slight or No change
134,AXISBANK,EQ,2017-11-27,545.5,544.1,561.85,540.95,559.7,559.4,555.48,9301318,5166656070.4,99672,3843686,41.32,2.5481209899175017,Positive
135,AXISBANK,EQ,2017-11-28,559.4,559.5,565.9,558.0,562.25,562.55,562.24,10113136,5685983691.7,139972,4784098,47.31,0.5631033249910544,Slight positive
136,AXISBANK,EQ,2017-11-29,562.55,560.55,562.2,546.8,548.5,549.5,552.42,6387037,3528321714.25,84865,3489394,54.63,-2.319793796107006,Negative
137,AXISBANK,EQ,2017-11-30,549.5,547.15,547.5,534.15,535.8,535.4,537.74,19370807,10416410410.8,129160,13287736,68.6,-2.5659690627843568,Negative
138,AXISBANK,EQ,2017-12-01,535.4,539.4,539.9,531.9,533.75,533.85,535.77,7138045,3824354696.35,49883,4046149,56.68,-0.28950317519610413,Slight or No change
139,AXISBANK,EQ,2017-12-04,533.85,536.2,540.85,529.65,537.0,534.95,536.52,4181453,2243444913.9,61534,1819182,43.51,0.20605038868597436,Slight or No change
140,AXISBANK,EQ,2017-12-05,534.95,535.0,537.85,530.75,533.0,533.15,534.29,6167602,3295294400.35,56755,3358904,54.46,-0.33648004486401817,Slight or No change
141,AXISBANK,EQ,2017-12-06,533.15,532.2,534.5,529.2,530.95,530.5,531.86,4234770,2252306176.9,53263,2653231,62.65,-0.4970458595142002,Slight or No change
142,AXISBANK,EQ,2017-12-07,530.5,532.9,538.0,529.1,537.9,534.05,532.66,3528298,1879368616.55,55537,1855224,52.58,0.669180018850124,Slight positive
143,AXISBANK,EQ,2017-12-08,534.05,536.7,544.5,536.6,543.5,542.5,541.44,6007380,3252618776.2,65869,3303709,54.99,1.5822488531036516,Positive
144,AXISBANK,EQ,2017-12-11,542.5,550.0,552.25,542.7,545.2,545.1,547.07,5326031,2913712576.0,96601,2624037,49.27,0.47926267281106494,Slight or No change
145,AXISBANK,EQ,2017-12-12,545.1,544.0,544.0,535.1,538.65,538.6,539.24,5232189,2821420078.05,48105,3175546,60.69,-1.192441753806639,Negative
146,AXISBANK,EQ,2017-12-13,538.6,538.0,543.0,533.05,535.6,535.75,537.44,4163419,2237595600.55,41613,2017210,48.45,-0.5291496472335733,Slight negative
147,AXISBANK,EQ,2017-12-14,535.75,537.0,543.4,534.75,542.55,541.45,537.96,3558224,1914192015.3,43686,1599928,44.96,1.0639290713952532,Positive
148,AXISBANK,EQ,2017-12-15,541.45,552.2,552.4,543.05,549.0,547.95,546.86,6059220,3313530926.8,82822,3848290,63.51,1.200480192076836,Positive
149,AXISBANK,EQ,2017-12-18,547.95,537.95,553.8,530.0,548.7,548.65,546.14,5889302,3216385755.4,76615,2837951,48.19,0.127748882197265,Slight or No change
150,AXISBANK,EQ,2017-12-19,548.65,549.25,556.0,545.4,554.0,553.65,549.98,4325512,2378948802.85,71455,2633512,60.88,0.9113278046113171,Slight positive
151,AXISBANK,EQ,2017-12-20,553.65,553.5,557.8,548.6,554.95,554.5,552.34,3534649,1952341438.55,54754,1850569,52.36,0.15352659622505094,Slight or No change
152,AXISBANK,EQ,2017-12-21,554.5,551.8,556.95,545.05,548.05,548.95,550.13,5781370,3180480606.6,77959,3255896,56.32,-1.0009017132551756,Negative
153,AXISBANK,EQ,2017-12-22,548.95,549.9,554.8,547.1,553.5,553.6,551.55,3075576,1696347215.35,39911,1577113,51.28,0.8470716823025803,Slight positive
154,AXISBANK,EQ,2017-12-26,553.6,555.0,557.25,550.3,555.5,555.0,553.77,3272086,1811972346.8,59191,1653548,50.53,0.25289017341039166,Slight or No change
155,AXISBANK,EQ,2017-12-27,555.0,554.0,560.65,551.0,553.2,554.6,555.32,4163259,2311939238.65,55577,2290869,55.03,-0.07207207207207134,Slight or No change
156,AXISBANK,EQ,2017-12-28,554.6,546.15,554.2,544.0,548.35,546.85,548.61,8433564,4626716966.2,75449,4454410,52.82,-1.3974035340786117,Negative
157,AXISBANK,EQ,2017-12-29,546.85,548.2,567.85,547.0,562.7,563.95,557.68,8363189,4663989265.65,108278,4795894,57.35,3.1270000914327634,Among top gainers
158,AXISBANK,EQ,2018-01-01,563.95,563.8,569.8,560.5,562.95,565.5,565.45,6943234,3926020653.9,60203,4295836,61.87,0.2748470609096554,Slight or No change
159,AXISBANK,EQ,2018-01-02,565.5,567.0,568.6,556.35,558.4,559.5,562.73,6292268,3540878729.7,75362,3796067,60.33,-1.0610079575596787,Negative
160,AXISBANK,EQ,2018-01-03,559.5,561.3,565.45,555.75,559.75,560.45,560.49,3990149,2236430578.25,80778,1847503,46.3,0.1697944593387124,Slight or No change
161,AXISBANK,EQ,2018-01-04,560.45,564.85,565.0,558.0,559.2,559.9,560.67,2766664,1551198403.7,52347,1529795,55.29,-0.09813542688912325,Slight or No change
